Prénom;Sexe;Année de naissance;Occurence
LYA;FILLE;2013;8.0
CÉLESTE;FILLE;2013;7.0
ENOLA;FILLE;2013;7.0
ASSIA;FILLE;2013;6.0
LENA;FILLE;2013;6.0
MIA;FILLE;2013;6.0
LÉO;GARCON;2013;46.0
NOLAN;GARCON;2013;42.0
PAUL;GARCON;2013;41.0
TOM;GARCON;2013;35.0
MARIUS;GARCON;2013;30.0
EWEN;GARCON;2013;27.0
MARTIN;GARCON;2013;21.0
ELIOTT;GARCON;2013;17.0
CHARLY;GARCON;2013;16.0
NOAM;GARCON;2013;15.0
ALEXANDRE;GARCON;2013;14.0
GUSTAVE;GARCON;2013;9.0
KENZO;GARCON;2013;9.0
NASSIM;GARCON;2013;9.0
SOAN;GARCON;2013;9.0
CORENTIN;GARCON;2013;8.0
LOUISON;GARCON;2013;8.0
MATHIEU;GARCON;2013;8.0
ARSÈNE;GARCON;2013;7.0
YOUNES;GARCON;2013;7.0
MALONE;GARCON;2013;6.0
MEHDI;GARCON;2013;6.0
MANON;FILLE;2012;60.0
LILOU;FILLE;2012;32.0
LOU;FILLE;2012;15.0
JOSÉPHINE;FILLE;2012;14.0
INAYA;FILLE;2012;13.0
LAURA;FILLE;2012;11.0
BÉRÉNICE;FILLE;2012;10.0
ASSIA;FILLE;2012;9.0
MAYA;FILLE;2012;9.0
YASMINE;FILLE;2012;8.0
MARIA;FILLE;2012;7.0
VICTORIA;FILLE;2012;7.0
AURORE;FILLE;2012;6.0
HUGO;GARCON;2012;61.0
LOUIS;GARCON;2012;60.0
JULES;GARCON;2012;57.0
ENZO;GARCON;2012;51.0
BAPTISTE;GARCON;2012;37.0
MATHÉO;GARCON;2012;33.0
ROBIN;GARCON;2012;31.0
NINO;GARCON;2012;24.0
LIAM;GARCON;2012;18.0
NOAM;GARCON;2012;15.0
SAMUEL;GARCON;2012;14.0
LOUKA;GARCON;2012;13.0
RAYAN;GARCON;2012;12.0
BASILE;GARCON;2012;9.0
CHARLIE;GARCON;2012;8.0
LYAM;GARCON;2012;7.0
MEHDI;GARCON;2012;7.0
MORGAN;GARCON;2012;7.0
YACINE;GARCON;2012;7.0
ANAS;GARCON;2012;6.0
MAYRON;GARCON;2012;6.0
JEANNE;FILLE;2011;42.0
MATHILDE;FILLE;2011;18.0
COLINE;FILLE;2011;13.0
INAYA;FILLE;2011;12.0
ALIX;FILLE;2011;10.0
JULIA;FILLE;2011;10.0
MÉLINA;FILLE;2011;10.0
LANA;FILLE;2011;9.0
ALBANE;FILLE;2011;8.0
LÉANE;FILLE;2011;8.0
VIOLETTE;FILLE;2011;8.0
LOUISON;FILLE;2011;7.0
NINON;FILLE;2011;7.0
ELÉNA;FILLE;2011;6.0
LUCAS;GARCON;2011;55.0
LOUIS;GARCON;2011;51.0
ENZO;GARCON;2011;40.0
NOLAN;GARCON;2011;38.0
MALO;GARCON;2011;34.0
YANIS;GARCON;2011;31.0
ALEXIS;GARCON;2011;30.0
EVAN;GARCON;2011;23.0
VALENTIN;GARCON;2011;22.0
AARON;GARCON;2011;20.0
MATHYS;GARCON;2011;16.0
JEAN;GARCON;2011;13.0
DIEGO;GARCON;2011;10.0
MATTÉO;GARCON;2011;10.0
CORENTIN;GARCON;2011;9.0
FÉLIX;GARCON;2011;6.0
MACÉO;GARCON;2011;6.0
TÉO;GARCON;2011;6.0
CHARLOTTE;FILLE;2010;30.0
CONSTANCE;FILLE;2010;12.0
OCÉANE;FILLE;2010;11.0
JUSTINE;FILLE;2010;8.0
LILA;FILLE;2010;8.0
IZIA;FILLE;2010;7.0
HORTENSE;FILLE;2010;6.0
NATHAN;GARCON;2010;47.0
SIMON;GARCON;2010;40.0
SACHA;GARCON;2010;36.0
BAPTISTE;GARCON;2010;33.0
AXEL;GARCON;2010;25.0
MAXIME;GARCON;2010;24.0
SAMUEL;GARCON;2010;17.0
CAMILLE;GARCON;2010;15.0
LUKA;GARCON;2010;11.0
JOHAN;GARCON;2010;9.0
EVANN;GARCON;2010;7.0
MOHAMED;GARCON;2010;7.0
AMAURY;GARCON;2010;6.0
ELIE;GARCON;2010;6.0
LILOU;FILLE;2009;33.0
LUNA;FILLE;2009;24.0
LÉONIE;FILLE;2009;19.0
NOÉMIE;FILLE;2009;19.0
LILY;FILLE;2009;17.0
JULIE;FILLE;2009;14.0
MILA;FILLE;2009;14.0
NINA;FILLE;2009;14.0
ELOÏSE;FILLE;2009;13.0
GABRIELLE;FILLE;2009;13.0
JUSTINE;FILLE;2009;13.0
MÉLISSA;FILLE;2009;11.0
ANAËLLE;FILLE;2009;9.0
AURORE;FILLE;2009;6.0
PHILOMÈNE;FILLE;2009;6.0
SHANA;FILLE;2009;6.0
ENZO;GARCON;2009;54.0
MAXIME;GARCON;2009;38.0
THÉO;GARCON;2009;36.0
THOMAS;GARCON;2009;20.0
AUGUSTIN;GARCON;2009;16.0
ESTEBAN;GARCON;2009;15.0
PABLO;GARCON;2009;11.0
AMAURY;GARCON;2009;9.0
MEHDI;GARCON;2009;9.0
ADRIEN;GARCON;2009;8.0
PACÔME;GARCON;2009;7.0
ANAËL;GARCON;2009;6.0
EMILIEN;GARCON;2009;6.0
CAMILLE;FILLE;2008;52.0
ANAÏS;FILLE;2008;33.0
MARGOT;FILLE;2008;33.0
LILY;FILLE;2008;26.0
LINA;FILLE;2008;18.0
SALOMÉ;FILLE;2008;18.0
MARGAUX;FILLE;2008;15.0
MAYA;FILLE;2008;15.0
ANOUK;FILLE;2008;13.0
LÉONIE;FILLE;2008;13.0
SARA;FILLE;2008;11.0
NINON;FILLE;2008;9.0
VIOLETTE;FILLE;2008;9.0
PALOMA;FILLE;2008;8.0
ELINA;FILLE;2008;7.0
BLANCHE;FILLE;2008;6.0
LUCAS;GARCON;2008;46.0
PAUL;GARCON;2008;35.0
VICTOR;GARCON;2008;35.0
LÉO;GARCON;2008;33.0
ELIOTT;GARCON;2008;22.0
ALEXANDRE;GARCON;2008;21.0
SAMUEL;GARCON;2008;18.0
NICOLAS;GARCON;2008;13.0
MOHAMED;GARCON;2008;10.0
RÉMI;GARCON;2008;8.0
CAMILLE;GARCON;2008;7.0
JOHAN;GARCON;2008;7.0
LOUISON;GARCON;2008;7.0
MEHDI;GARCON;2008;7.0
ERWANN;GARCON;2008;6.0
ESTÉBAN;GARCON;2008;6.0
ETIENNE;GARCON;2008;6.0
NOAM;GARCON;2008;6.0
CLARA;FILLE;2007;48.0
JADE;FILLE;2007;47.0
JEANNE;FILLE;2007;41.0
MAËLYS;FILLE;2007;27.0
MARIE;FILLE;2007;25.0
CHARLOTTE;FILLE;2007;22.0
AMANDINE;FILLE;2007;12.0
CAPUCINE;FILLE;2007;12.0
ELISA;FILLE;2007;12.0
CANDICE;FILLE;2007;8.0
SARA;FILLE;2007;8.0
SUZANNE;FILLE;2007;7.0
THALIA;FILLE;2007;7.0
CLARISSE;FILLE;2007;6.0
DIANE;FILLE;2007;6.0
EMMY;FILLE;2007;6.0
MÉLANIE;FILLE;2007;6.0
LÉO;GARCON;2007;43.0
MATHIS;GARCON;2007;42.0
ALEXIS;GARCON;2007;31.0
BAPTISTE;GARCON;2007;31.0
YANIS;GARCON;2007;27.0
MARTIN;GARCON;2007;26.0
MARIUS;GARCON;2007;22.0
BENJAMIN;GARCON;2007;21.0
SAMUEL;GARCON;2007;15.0
CORENTIN;GARCON;2007;13.0
ANATOLE;GARCON;2007;11.0
JUSTIN;GARCON;2007;9.0
ROBIN;GARCON;2007;9.0
ERWAN;GARCON;2007;8.0
LIAM;GARCON;2007;8.0
CYPRIEN;GARCON;2007;7.0
PABLO;GARCON;2007;6.0
MANON;FILLE;2006;54.0
LÉNA;FILLE;2006;34.0
CHARLOTTE;FILLE;2006;28.0
NINON;FILLE;2006;13.0
FLAVIE;FILLE;2006;10.0
JULIA;FILLE;2006;10.0
LISON;FILLE;2006;9.0
CHARLINE;FILLE;2006;8.0
ELENA;FILLE;2006;8.0
ELOÏSE;FILLE;2006;7.0
LOUANNE;FILLE;2006;7.0
NORA;FILLE;2006;6.0
VIOLETTE;FILLE;2006;6.0
CLÉMENT;GARCON;2006;44.0
YANIS;GARCON;2006;38.0
ETHAN;GARCON;2006;35.0
PAUL;GARCON;2006;35.0
NOAH;GARCON;2006;31.0
GABIN;GARCON;2006;27.0
VALENTIN;GARCON;2006;27.0
LÉO;GARCON;2006;26.0
ROMAIN;GARCON;2006;24.0
MARIUS;GARCON;2006;21.0
SAMUEL;GARCON;2006;18.0
ELIOTT;GARCON;2006;16.0
BASTIEN;GARCON;2006;13.0
LILIAN;GARCON;2006;13.0
MATTÉO;GARCON;2006;13.0
KÉVIN;GARCON;2006;11.0
ANATOLE;GARCON;2006;10.0
JÉRÉMY;GARCON;2006;8.0
MATÉO;GARCON;2006;8.0
ETIENNE;GARCON;2006;7.0
THIBAULT;GARCON;2006;7.0
YANN;GARCON;2006;7.0
LOUISE;FILLE;2005;41.0
OCÉANE;FILLE;2005;23.0
AMBRE;FILLE;2005;19.0
ANNA;FILLE;2005;18.0
MARGOT;FILLE;2005;15.0
AMANDINE;FILLE;2005;14.0
EMILIE;FILLE;2005;13.0
ROSE;FILLE;2005;13.0
JUSTINE;FILLE;2005;11.0
CAPUCINE;FILLE;2005;9.0
CLOÉ;FILLE;2005;9.0
GABRIELLE;FILLE;2005;9.0
NOA;FILLE;2005;9.0
ELÉA;FILLE;2005;8.0
ELINA;FILLE;2005;7.0
MAÏNA;FILLE;2005;6.0
MILA;FILLE;2005;6.0
ARTHUR;GARCON;2005;48.0
TOM;GARCON;2005;41.0
LÉO;GARCON;2005;36.0
SACHA;GARCON;2005;33.0
CORENTIN;GARCON;2005;19.0
FLORIAN;GARCON;2005;10.0
ETIENNE;GARCON;2005;9.0
ROBIN;GARCON;2005;9.0
ELOUAN;GARCON;2005;8.0
RAYAN;GARCON;2005;8.0
TIMOTHÉE;GARCON;2005;8.0
DAMIEN;GARCON;2005;7.0
MATHIAS;GARCON;2005;7.0
JEAN;GARCON;2005;6.0
JOHAN;GARCON;2005;6.0
MEHDI;GARCON;2005;6.0
MANON;FILLE;2004;53.0
SARAH;FILLE;2004;34.0
MARIE;FILLE;2004;27.0
LISA;FILLE;2004;22.0
ADÈLE;FILLE;2004;14.0
AMANDINE;FILLE;2004;9.0
CASSANDRA;FILLE;2004;7.0
MÉLANIE;FILLE;2004;7.0
ORLANE;FILLE;2004;7.0
HUGO;GARCON;2004;38.0
THÉO;GARCON;2004;31.0
JULES;GARCON;2004;30.0
TITOUAN;GARCON;2004;29.0
BENJAMIN;GARCON;2004;23.0
TRISTAN;GARCON;2004;16.0
DYLAN;GARCON;2004;15.0
GABIN;GARCON;2004;13.0
MARIUS;GARCON;2004;10.0
KILLIAN;GARCON;2004;9.0
YANN;GARCON;2004;8.0
EWAN;GARCON;2004;7.0
CYPRIEN;GARCON;2004;6.0
MATTEO;GARCON;2004;6.0
PAULINE;FILLE;2003;22.0
NINA;FILLE;2003;18.0
ZOÉ;FILLE;2003;15.0
ALICIA;FILLE;2003;10.0
LAURINE;FILLE;2003;9.0
LÉONIE;FILLE;2003;6.0
LUNA;FILLE;2003;6.0
SALOMÉ;FILLE;2003;6.0
ENZO;GARCON;2003;39.0
ARTHUR;GARCON;2003;29.0
TOM;GARCON;2003;24.0
ALEXANDRE;GARCON;2003;23.0
NICOLAS;GARCON;2003;20.0
MAXENCE;GARCON;2003;16.0
DORIAN;GARCON;2003;14.0
JEAN;GARCON;2003;11.0
LOGAN;GARCON;2003;11.0
MAËL;GARCON;2003;9.0
DAVID;GARCON;2003;8.0
MATHYS;GARCON;2003;8.0
ESTEBAN;GARCON;2003;7.0
MARC;GARCON;2003;7.0
BRYAN;GARCON;2003;6.0
GUILLAUME;GARCON;2003;6.0
LISA;FILLE;2002;33.0
CLARA;FILLE;2002;32.0
LOUISE;FILLE;2002;30.0
JULIE;FILLE;2002;27.0
JULIETTE;FILLE;2002;27.0
LOLA;FILLE;2002;23.0
ROMANE;FILLE;2002;17.0
AMANDINE;FILLE;2002;16.0
AMÉLIE;FILLE;2002;16.0
MAËVA;FILLE;2002;15.0
NOLWENN;FILLE;2002;14.0
ZOÉ;FILLE;2002;14.0
NOÉMIE;FILLE;2002;13.0
CARLA;FILLE;2002;11.0
LÉONIE;FILLE;2002;11.0
LILOU;FILLE;2002;11.0
MORGANE;FILLE;2002;9.0
NINA;FILLE;2002;9.0
SARA;FILLE;2002;9.0
AXELLE;FILLE;2002;8.0
ROSE;FILLE;2002;7.0
DOMITILLE;FILLE;2002;6.0
ENOLA;FILLE;2002;6.0
JOSÉPHINE;FILLE;2002;6.0
CLÉMENT;GARCON;2002;48.0
NATHAN;GARCON;2002;33.0
ALEXIS;GARCON;2002;32.0
CORENTIN;GARCON;2002;29.0
TITOUAN;GARCON;2002;27.0
MARTIN;GARCON;2002;20.0
KILLIAN;GARCON;2002;19.0
DAMIEN;GARCON;2002;10.0
AMAURY;GARCON;2002;6.0
ESTÉBAN;GARCON;2002;6.0
TÉO;GARCON;2002;6.0
ANAÏS;FILLE;2001;29.0
ZOÉ;FILLE;2001;22.0
AUDREY;FILLE;2001;18.0
ADÈLE;FILLE;2001;17.0
AMÉLIE;FILLE;2001;16.0
ROMANE;FILLE;2001;15.0
AGATHE;FILLE;2001;14.0
ALEXIA;FILLE;2001;14.0
JULIA;FILLE;2001;11.0
ILONA;FILLE;2001;7.0
CAROLINE;FILLE;2001;6.0
MATHIS;GARCON;2001;52.0
MATHIEU;GARCON;2001;26.0
TRISTAN;GARCON;2001;24.0
JÉRÉMY;GARCON;2001;15.0
BASTIEN;GARCON;2001;13.0
KÉVIN;GARCON;2001;13.0
BRYAN;GARCON;2001;12.0
YANN;GARCON;2001;11.0
MATHYS;GARCON;2001;10.0
MEHDI;GARCON;2001;10.0
KEVIN;GARCON;2001;9.0
MARC;GARCON;2001;8.0
ALEX;GARCON;2001;7.0
WALID;GARCON;2001;7.0
EDGAR;GARCON;2001;6.0
ELIE;GARCON;2001;6.0
MICKAËL;GARCON;2001;6.0
ROSE;FILLE;2019;44.0
ADÈLE;FILLE;2019;43.0
AGATHE;FILLE;2019;41.0
ANNA;FILLE;2019;27.0
OLIVIA;FILLE;2019;25.0
CAPUCINE;FILLE;2019;17.0
ALMA;FILLE;2019;12.0
LISA;FILLE;2019;12.0
THAÏS;FILLE;2019;12.0
ANOUK;FILLE;2019;11.0
LOUISA;FILLE;2019;11.0
ANAÉ;FILLE;2019;9.0
LOUISON;FILLE;2019;8.0
LYNA;FILLE;2019;6.0
PIA;FILLE;2019;6.0
MAËL;GARCON;2019;56.0
JULES;GARCON;2019;41.0
HUGO;GARCON;2019;33.0
EDEN;GARCON;2019;21.0
ISAAC;GARCON;2019;18.0
CHARLIE;GARCON;2019;17.0
ETHAN;GARCON;2019;15.0
THOMAS;GARCON;2019;15.0
BAPTISTE;GARCON;2019;12.0
FÉLIX;GARCON;2019;11.0
LÉANDRE;GARCON;2019;10.0
ELIO;GARCON;2019;9.0
ELLIOT;GARCON;2019;8.0
JOSEPH;GARCON;2019;8.0
ULYSSE;GARCON;2019;8.0
ELIE;GARCON;2019;7.0
LINO;GARCON;2019;7.0
YANIS;GARCON;2019;7.0
LENNY;GARCON;2019;6.0
LUIS;GARCON;2019;6.0
MAÉ;GARCON;2019;6.0
SASHA;GARCON;2019;6.0
LÉA;FILLE;2018;45.0
ADÈLE;FILLE;2018;36.0
JADE;FILLE;2018;35.0
MARGOT;FILLE;2018;28.0
CLÉMENCE;FILLE;2018;20.0
LUCIE;FILLE;2018;18.0
GABRIELLE;FILLE;2018;17.0
SUZANNE;FILLE;2018;17.0
HÉLOÏSE;FILLE;2018;16.0
VICTORIA;FILLE;2018;12.0
ANOUK;FILLE;2018;11.0
ÉLISE;FILLE;2018;10.0
ELSA;FILLE;2018;10.0
LILOU;FILLE;2018;9.0
LOUNA;FILLE;2018;9.0
LYNA;FILLE;2018;8.0
ALYA;FILLE;2018;7.0
JUSTINE;FILLE;2018;7.0
LAURA;FILLE;2018;7.0
AMÉLIA;FILLE;2018;6.0
LILY-ROSE;FILLE;2018;6.0
LOUANE;FILLE;2018;6.0
LÉO;GARCON;2018;51.0
PAUL;GARCON;2018;43.0
AXEL;GARCON;2018;32.0
ROBIN;GARCON;2018;32.0
TOM;GARCON;2018;32.0
NOÉ;GARCON;2018;26.0
OSCAR;GARCON;2018;26.0
VICTOR;GARCON;2018;25.0
NAËL;GARCON;2018;20.0
CHARLIE;GARCON;2018;18.0
OCTAVE;GARCON;2018;17.0
NINO;GARCON;2018;15.0
NOLAN;GARCON;2018;11.0
YOUNES;GARCON;2018;10.0
ALBAN;GARCON;2018;9.0
ELIAS;GARCON;2018;7.0
RUBEN;GARCON;2018;7.0
SANDRO;GARCON;2018;7.0
DANIEL;GARCON;2018;6.0
SIMÉON;GARCON;2018;6.0
SOULEYMAN;GARCON;2018;6.0
TITOUAN;GARCON;2018;6.0
JEANNE;FILLE;2017;34.0
LÉONIE;FILLE;2017;20.0
LISE;FILLE;2017;20.0
DIANE;FILLE;2017;13.0
CÉLESTINE;FILLE;2017;12.0
SALOMÉ;FILLE;2017;12.0
INAYA;FILLE;2017;10.0
NORA;FILLE;2017;10.0
SOPHIA;FILLE;2017;8.0
ELOÏSE;FILLE;2017;7.0
SUZIE;FILLE;2017;7.0
LISA;FILLE;2017;6.0
NAOMIE;FILLE;2017;6.0
RAPHAËL;GARCON;2017;58.0
MAËL;GARCON;2017;47.0
MARTIN;GARCON;2017;45.0
LIAM;GARCON;2017;32.0
LÉON;GARCON;2017;27.0
ENZO;GARCON;2017;25.0
CÔME;GARCON;2017;24.0
CAMILLE;GARCON;2017;19.0
ANTONIN;GARCON;2017;17.0
EVAN;GARCON;2017;17.0
MARCEL;GARCON;2017;16.0
MARIN;GARCON;2017;16.0
ADRIEN;GARCON;2017;13.0
MOHAMED;GARCON;2017;11.0
TIAGO;GARCON;2017;10.0
WILLIAM;GARCON;2017;9.0
ALBAN;GARCON;2017;7.0
AYMEN;GARCON;2017;7.0
ILYAS;GARCON;2017;7.0
MATÉO;GARCON;2017;7.0
THIBAULT;GARCON;2017;7.0
ELIOT;GARCON;2017;6.0
YASSINE;GARCON;2017;6.0
CHLOÉ;FILLE;2016;48.0
ALICE;FILLE;2016;45.0
JEANNE;FILLE;2016;38.0
ZOÉ;FILLE;2016;36.0
LÉNA;FILLE;2016;28.0
NOÉMIE;FILLE;2016;23.0
JOSÉPHINE;FILLE;2016;15.0
NINON;FILLE;2016;12.0
CANDICE;FILLE;2016;11.0
LUNA;FILLE;2016;11.0
MÉLINE;FILLE;2016;9.0
ELISE;FILLE;2016;8.0
EMMY;FILLE;2016;8.0
HÉLOÏSE;FILLE;2016;7.0
LILAS;FILLE;2016;7.0
LUCILE;FILLE;2016;7.0
ANA;FILLE;2016;6.0
MANEL;FILLE;2016;6.0
MARIUS;GARCON;2016;33.0
MATHIS;GARCON;2016;30.0
BAPTISTE;GARCON;2016;24.0
ALEXIS;GARCON;2016;23.0
EVAN;GARCON;2016;17.0
ELIOTT;GARCON;2016;15.0
ALEXANDRE;GARCON;2016;14.0
OWEN;GARCON;2016;12.0
TIAGO;GARCON;2016;12.0
ADEM;GARCON;2016;10.0
JOSEPH;GARCON;2016;10.0
CORENTIN;GARCON;2016;9.0
ESTEBAN;GARCON;2016;9.0
MAHÉ;GARCON;2016;9.0
ULYSSE;GARCON;2016;9.0
WASSIM;GARCON;2016;9.0
QUENTIN;GARCON;2016;7.0
ALOÏS;GARCON;2016;6.0
GAËL;GARCON;2016;6.0
HAMZA;GARCON;2016;6.0
MAEL;GARCON;2016;6.0
JULIETTE;FILLE;2015;47.0
AGATHE;FILLE;2015;29.0
ADÈLE;FILLE;2015;27.0
MARGOT;FILLE;2015;27.0
EVA;FILLE;2015;15.0
LISON;FILLE;2015;14.0
NINON;FILLE;2015;13.0
LISE;FILLE;2015;12.0
AMINA;FILLE;2015;11.0
HORTENSE;FILLE;2015;11.0
IRIS;FILLE;2015;11.0
ROMY;FILLE;2015;10.0
ROXANE;FILLE;2015;9.0
CLÉMENTINE;FILLE;2015;7.0
LUNA;FILLE;2015;7.0
VIOLETTE;FILLE;2015;7.0
INES;FILLE;2015;6.0
MORGANE;FILLE;2015;6.0
ROBIN;GARCON;2015;29.0
LÉON;GARCON;2015;22.0
BAPTISTE;GARCON;2015;21.0
JOSEPH;GARCON;2015;17.0
THÉO;GARCON;2015;17.0
NOÉ;GARCON;2015;16.0
ILAN;GARCON;2015;13.0
ABEL;GARCON;2015;12.0
CORENTIN;GARCON;2015;12.0
MOHAMED;GARCON;2015;12.0
CÔME;GARCON;2015;11.0
LÉANDRE;GARCON;2015;8.0
PABLO;GARCON;2015;8.0
IBRAHIM;GARCON;2015;7.0
MAHÉ;GARCON;2015;6.0
ZOÉ;FILLE;2014;30.0
MARGAUX;FILLE;2014;26.0
LOU;FILLE;2014;22.0
LANA;FILLE;2014;19.0
MAËLYS;FILLE;2014;18.0
EVA;FILLE;2014;16.0
LOUANE;FILLE;2014;16.0
INAYA;FILLE;2014;14.0
MARIE;FILLE;2014;14.0
VALENTINE;FILLE;2014;13.0
ALICIA;FILLE;2014;12.0
CONSTANCE;FILLE;2014;12.0
JOSÉPHINE;FILLE;2014;12.0
LÉANA;FILLE;2014;11.0
CALIE;FILLE;2014;10.0
GARANCE;FILLE;2014;9.0
SOFIA;FILLE;2014;9.0
YASMINE;FILLE;2014;9.0
SASHA;FILLE;2014;8.0
ANAËLLE;FILLE;2014;7.0
HÉLOÏSE;FILLE;2014;7.0
LILA;FILLE;2014;7.0
TESS;FILLE;2014;7.0
CASSANDRE;FILLE;2014;6.0
RAPHAËLLE;FILLE;2014;6.0
SUZIE;FILLE;2014;6.0
NOAH;GARCON;2014;39.0
GABIN;GARCON;2014;38.0
LÉON;GARCON;2014;34.0
BAPTISTE;GARCON;2014;28.0
AUGUSTIN;GARCON;2014;23.0
OSCAR;GARCON;2014;22.0
SAMUEL;GARCON;2014;21.0
YANIS;GARCON;2014;21.0
TITOUAN;GARCON;2014;19.0
AARON;GARCON;2014;16.0
ANTONIN;GARCON;2014;16.0
ROBIN;GARCON;2014;15.0
ABEL;GARCON;2014;14.0
ELIOTT;GARCON;2014;14.0
OWEN;GARCON;2014;11.0
LILIAN;GARCON;2014;9.0
TYMÉO;GARCON;2014;8.0
LOUKA;GARCON;2014;7.0
WILLIAM;GARCON;2014;7.0
KYLIAN;GARCON;2014;6.0
INÈS;FILLE;2013;47.0
ALICE;FILLE;2013;30.0
CLARA;FILLE;2013;26.0
LUCIE;FILLE;2013;16.0
INAYA;FILLE;2013;14.0
THAÏS;FILLE;2013;14.0
COLINE;FILLE;2013;13.0
LUCILE;FILLE;2013;10.0
MAÏWENN;FILLE;2013;10.0
ELENA;FILLE;2013;9.0
ELISE;FILLE;2013;8.0
MAËL;GARCON;2013;41.0
GASPARD;GARCON;2013;34.0
YANIS;GARCON;2013;25.0
ALEXIS;GARCON;2013;23.0
ARMAND;GARCON;2013;15.0
MILO;GARCON;2013;15.0
MATHYS;GARCON;2013;11.0
ALEX;GARCON;2013;9.0
CHARLIE;GARCON;2013;7.0
MATTHIEU;GARCON;2013;7.0
SWANN;GARCON;2013;7.0
DORIAN;GARCON;2013;6.0
ELOUAN;GARCON;2013;6.0
FLORIAN;GARCON;2013;6.0
WASSIM;GARCON;2013;6.0
WILLIAM;GARCON;2013;6.0
CHLOÉ;FILLE;2012;48.0
ALICE;FILLE;2012;47.0
CAMILLE;FILLE;2012;45.0
ANAÏS;FILLE;2012;26.0
ANNA;FILLE;2012;26.0
MARGOT;FILLE;2012;26.0
NINA;FILLE;2012;22.0
NINON;FILLE;2012;17.0
LILWENN;FILLE;2012;11.0
AMANDINE;FILLE;2012;9.0
LIA;FILLE;2012;9.0
LILA;FILLE;2012;8.0
MAËLLE;FILLE;2012;8.0
EMILIE;FILLE;2012;7.0
LÉANE;FILLE;2012;7.0
SUZIE;FILLE;2012;7.0
ALYSSA;FILLE;2012;6.0
CONSTANCE;FILLE;2012;6.0
EMMY;FILLE;2012;6.0
LÉO;GARCON;2012;64.0
ETHAN;GARCON;2012;40.0
MALO;GARCON;2012;36.0
MAËL;GARCON;2012;33.0
NOAH;GARCON;2012;30.0
SIMON;GARCON;2012;26.0
ALEXIS;GARCON;2012;24.0
EWEN;GARCON;2012;24.0
OSCAR;GARCON;2012;23.0
ANATOLE;GARCON;2012;17.0
AUGUSTIN;GARCON;2012;17.0
AMAURY;GARCON;2012;11.0
ROMAIN;GARCON;2012;10.0
ALBAN;GARCON;2012;7.0
JULIAN;GARCON;2012;7.0
LÉOPOLD;GARCON;2012;7.0
BASTIEN;GARCON;2012;6.0
ILAN;GARCON;2012;6.0
ILYÈS;GARCON;2012;6.0
CHLOÉ;FILLE;2011;53.0
CAMILLE;FILLE;2011;40.0
LÉA;FILLE;2011;39.0
ROMANE;FILLE;2011;36.0
MARIE;FILLE;2011;25.0
NINA;FILLE;2011;23.0
EVA;FILLE;2011;20.0
PAULINE;FILLE;2011;14.0
APOLLINE;FILLE;2011;12.0
LOUANE;FILLE;2011;12.0
CLÉMENTINE;FILLE;2011;11.0
OLIVIA;FILLE;2011;11.0
ANOUK;FILLE;2011;10.0
GARANCE;FILLE;2011;10.0
LOANE;FILLE;2011;10.0
MAÏA;FILLE;2011;10.0
ELISE;FILLE;2011;8.0
VALENTINE;FILLE;2011;8.0
CARMEN;FILLE;2011;7.0
ENOLA;FILLE;2011;7.0
LYLOU;FILLE;2011;6.0
SHANA;FILLE;2011;6.0
HUGO;GARCON;2011;48.0
JULES;GARCON;2011;40.0
MARTIN;GARCON;2011;32.0
VICTOR;GARCON;2011;24.0
NOA;GARCON;2011;16.0
ELOUAN;GARCON;2011;15.0
KAÏS;GARCON;2011;11.0
ARMAND;GARCON;2011;9.0
NATHANAËL;GARCON;2011;9.0
CHARLES;GARCON;2011;8.0
CHARLIE;GARCON;2011;8.0
EDGAR;GARCON;2011;8.0
RYAN;GARCON;2011;8.0
ABEL;GARCON;2011;7.0
BASILE;GARCON;2011;7.0
ROMAN;GARCON;2011;6.0
SANDRO;GARCON;2011;6.0
JADE;FILLE;2010;47.0
ROSE;FILLE;2010;29.0
CLÉMENCE;FILLE;2010;28.0
CLARA;FILLE;2010;22.0
ALICIA;FILLE;2010;18.0
LILY;FILLE;2010;18.0
JULIE;FILLE;2010;17.0
LILY-ROSE;FILLE;2010;10.0
LISON;FILLE;2010;10.0
SHANA;FILLE;2010;10.0
AUDREY;FILLE;2010;8.0
DIANE;FILLE;2010;7.0
ELÉNA;FILLE;2010;7.0
LILI;FILLE;2010;7.0
LYLOU;FILLE;2010;7.0
LÉANE;FILLE;2010;6.0
VICTORIA;FILLE;2010;6.0
TIMÉO;GARCON;2010;35.0
TITOUAN;GARCON;2010;35.0
LIAM;GARCON;2010;24.0
ALEXIS;GARCON;2010;23.0
GASPARD;GARCON;2010;21.0
OSCAR;GARCON;2010;17.0
ADRIEN;GARCON;2010;15.0
NOAM;GARCON;2010;14.0
AUGUSTIN;GARCON;2010;12.0
CORENTIN;GARCON;2010;12.0
LUCIEN;GARCON;2010;12.0
BASILE;GARCON;2010;9.0
CÔME;GARCON;2010;8.0
LÉONARD;GARCON;2010;8.0
ISMAËL;GARCON;2010;7.0
OWEN;GARCON;2010;7.0
TRISTAN;GARCON;2010;7.0
MANON;FILLE;2009;42.0
LÉA;FILLE;2009;41.0
JULIETTE;FILLE;2009;28.0
MARGOT;FILLE;2009;24.0
LÉNA;FILLE;2009;19.0
LINA;FILLE;2009;18.0
ELISA;FILLE;2009;16.0
FAUSTINE;FILLE;2009;16.0
ANGÈLE;FILLE;2009;11.0
